current_price,predicted_price_7d,price_volatility_30d,storage_capacity_kg,quantity_kg,days_since_harvest,distance_to_nearest_buyer_km,rain_probability_pct,demand_score,label
30.21,37.1,0.1258,200.0,1276.3,13,14.8,68.0,0.996,SELL_NOW
34.9,40.15,0.0618,0.0,2070.7,8,77.6,26.5,0.817,AGGREGATE
60.33,70.2,0.2421,5000.0,294.6,17,63.7,33.0,0.408,STORE
30.8,33.29,0.1816,0.0,1821.7,18,108.1,54.9,0.911,AGGREGATE
49.65,63.23,0.2397,1000.0,2338.9,11,87.7,20.0,0.146,AGGREGATE
43.32,45.41,0.1125,1000.0,2501.8,12,62.1,2.0,0.753,SELL_NOW
56.46,55.91,0.124,5000.0,594.5,11,49.6,56.2,0.121,WAIT
75.58,66.62,0.2255,1000.0,2702.5,11,49.7,46.5,0.257,SELL_NOW
61.28,73.11,0.136,200.0,2002.8,17,28.7,65.7,0.989,SELL_NOW
25.05,29.23,0.1797,0.0,2657.4,8,4.0,14.7,0.425,AGGREGATE
12.18,12.09,0.0705,200.0,1507.3,16,69.8,84.1,0.838,SELL_NOW
28.36,23.04,0.1172,1000.0,1671.9,20,27.1,14.6,0.438,SELL_NOW
51.66,62.99,0.0396,0.0,2765.2,15,26.6,89.1,0.856,SELL_NOW
13.6,10.96,0.0594,200.0,2709.7,16,16.8,45.0,0.969,SELL_NOW
44.75,51.54,0.0102,5000.0,1399.7,20,24.4,55.0,0.492,STORE
51.78,66.54,0.0194,200.0,895.8,7,5.8,89.7,0.603,SELL_NOW
33.4,34.03,0.2445,1000.0,1240.2,10,81.6,30.0,0.666,WAIT
63.96,58.69,0.0682,0.0,1224.5,1,49.4,18.2,0.941,SELL_NOW
17.46,20.12,0.1692,5000.0,931.9,7,68.3,44.6,0.331,STORE
15.26,18.44,0.2114,0.0,878.9,11,77.2,24.4,0.65,AGGREGATE
60.97,65.44,0.1422,5000.0,2597.1,20,116.8,52.8,0.392,WAIT
44.68,57.35,0.0468,0.0,302.6,0,10.1,27.5,0.295,AGGREGATE
58.19,48.05,0.1847,1000.0,2065.1,12,51.3,86.4,0.176,SELL_NOW
40.44,42.56,0.1541,5000.0,601.2,20,31.0,60.7,0.659,WAIT
27.25,31.59,0.1855,500.0,1099.1,16,58.3,0.0,0.894,AGGREGATE
67.34,82.91,0.1947,0.0,278.5,13,110.6,80.5,0.416,SELL_NOW
65.96,58.68,0.2441,0.0,882.9,13,87.4,33.0,0.597,SELL_NOW
58.63,70.35,0.1477,200.0,2328.4,15,80.1,32.0,0.678,AGGREGATE
29.05,31.27,0.092,5000.0,2666.5,16,54.1,38.3,0.473,WAIT
51.32,51.23,0.1656,500.0,742.4,5,81.2,63.0,0.913,SELL_NOW
35.27,30.54,0.0264,1000.0,1444.3,6,5.8,44.2,0.426,SELL_NOW
16.41,20.23,0.2254,200.0,1463.9,0,71.2,62.9,0.213,SELL_NOW
74.21,65.21,0.0387,500.0,2633.4,14,67.3,14.7,0.23,SELL_NOW
19.58,18.69,0.0887,5000.0,2312.1,19,42.9,97.0,0.902,WAIT
76.52,72.31,0.2058,500.0,1587.9,20,25.8,73.0,0.989,SELL_NOW
41.22,50.94,0.1534,0.0,2045.2,17,97.3,25.0,0.36,AGGREGATE
22.96,26.09,0.1045,0.0,2557.3,12,8.4,72.4,0.229,SELL_NOW
47.93,57.44,0.1236,200.0,127.7,1,10.2,57.5,0.534,WAIT
71.11,65.79,0.2151,5000.0,1268.4,18,54.0,10.9,0.739,SELL_NOW
61.26,68.14,0.0916,5000.0,2731.0,14,31.8,17.8,0.651,WAIT
66.46,72.17,0.2187,500.0,2246.9,11,90.0,4.1,0.956,AGGREGATE
56.11,68.26,0.0312,200.0,1674.2,14,76.8,80.9,0.836,SELL_NOW
58.46,73.25,0.1964,5000.0,1636.0,17,93.2,55.2,0.882,SELL_NOW
69.44,55.98,0.2134,0.0,1108.5,13,40.3,31.7,0.588,SELL_NOW
27.48,31.24,0.0536,500.0,1609.5,5,89.4,12.6,0.395,AGGREGATE
44.26,36.55,0.1133,1000.0,2000.6,11,103.8,48.4,0.732,SELL_NOW
25.48,27.38,0.0497,0.0,1313.3,19,42.7,52.5,0.495,SELL_NOW
79.14,74.69,0.1796,200.0,2171.0,5,42.1,70.2,0.359,SELL_NOW
76.08,72.54,0.1385,5000.0,2597.6,8,108.2,97.0,0.237,WAIT
12.76,12.46,0.1625,0.0,548.6,3,7.9,43.5,0.575,WAIT
59.39,65.96,0.0572,1000.0,1409.5,16,43.3,40.6,0.635,AGGREGATE
74.77,72.3,0.0608,1000.0,1283.3,1,16.0,37.0,0.612,WAIT
22.64,26.41,0.02,200.0,2093.6,15,5.4,82.7,0.205,SELL_NOW
49.76,49.87,0.0873,0.0,824.6,13,15.3,15.6,0.613,WAIT
74.08,61.8,0.1443,500.0,1956.7,7,52.9,34.4,0.252,SELL_NOW
12.38,14.75,0.2159,0.0,2644.7,13,83.1,72.5,0.697,SELL_NOW
58.82,55.46,0.1701,1000.0,1312.6,1,36.1,1.6,0.486,SELL_NOW
30.81,31.32,0.1145,200.0,2741.9,15,102.3,28.9,0.864,SELL_NOW
74.71,85.37,0.2387,200.0,2980.2,3,53.6,64.1,0.8,SELL_NOW
77.97,75.34,0.1826,500.0,407.7,0,116.3,18.6,0.752,WAIT
76.1,63.03,0.2332,200.0,775.9,19,114.6,30.3,0.731,SELL_NOW
43.19,42.63,0.1366,200.0,2856.1,13,93.2,48.6,0.604,WAIT
70.34,89.49,0.0721,200.0,2879.2,7,112.0,42.2,0.155,AGGREGATE
69.12,77.47,0.0227,200.0,383.4,2,85.4,10.6,0.69,AGGREGATE
32.34,36.73,0.1843,200.0,143.5,4,107.7,93.8,0.52,WAIT
68.02,75.92,0.0391,1000.0,567.2,5,29.9,4.4,0.523,WAIT
12.59,11.33,0.0827,0.0,2988.4,7,42.8,75.0,0.441,SELL_NOW
51.74,52.21,0.1378,5000.0,622.0,5,90.8,7.1,0.936,SELL_NOW
26.1,30.68,0.1455,200.0,1557.4,5,52.1,46.7,0.325,AGGREGATE
18.44,15.69,0.1541,5000.0,2560.4,3,100.8,17.5,0.385,SELL_NOW
15.39,14.45,0.0499,5000.0,159.2,6,105.6,14.1,0.967,SELL_NOW
58.74,55.11,0.1011,1000.0,1853.0,18,37.4,12.6,0.829,SELL_NOW
33.79,34.33,0.1581,200.0,903.4,6,99.2,45.3,0.113,WAIT
60.73,78.36,0.2428,5000.0,2600.8,2,20.2,51.5,0.915,SELL_NOW
14.57,12.15,0.1846,200.0,922.0,7,41.4,13.3,0.304,SELL_NOW
32.07,33.97,0.2314,500.0,2091.6,0,63.1,97.9,0.735,SELL_NOW
47.76,42.5,0.1929,500.0,2055.2,0,28.7,25.8,0.598,SELL_NOW
65.35,84.0,0.152,500.0,742.3,13,70.4,45.9,0.583,AGGREGATE
32.31,27.68,0.0561,5000.0,200.9,5,70.3,21.6,0.746,SELL_NOW
53.81,53.91,0.17,500.0,1286.8,9,26.4,49.4,0.286,WAIT
72.02,84.19,0.1596,1000.0,938.7,13,95.9,75.6,0.243,STORE
53.11,61.2,0.1546,1000.0,2446.0,3,76.5,52.1,0.687,AGGREGATE
26.31,26.61,0.1275,5000.0,2421.1,5,39.5,28.6,0.362,WAIT
11.71,11.4,0.1369,200.0,1425.4,15,29.4,24.8,0.977,SELL_NOW
70.91,70.82,0.0903,0.0,1858.9,20,105.7,75.9,0.506,SELL_NOW
11.49,10.71,0.1346,200.0,1852.4,0,100.6,11.8,0.2,SELL_NOW
71.23,64.3,0.0574,200.0,2498.8,5,29.1,37.0,0.717,SELL_NOW
47.03,48.98,0.2032,200.0,1332.5,8,6.2,15.1,0.376,WAIT
75.73,70.76,0.0546,200.0,898.8,14,96.9,25.8,0.234,SELL_NOW
65.91,62.21,0.0304,0.0,868.6,11,74.6,15.3,0.481,SELL_NOW
79.86,90.11,0.1147,500.0,1655.0,2,13.9,88.7,0.968,SELL_NOW
34.55,44.37,0.168,200.0,1402.5,10,71.3,73.2,0.47,SELL_NOW
63.7,70.19,0.1151,1000.0,1376.4,14,55.4,56.1,0.413,AGGREGATE
38.14,31.98,0.0764,5000.0,364.3,2,93.4,22.4,0.5,SELL_NOW
43.59,36.52,0.144,5000.0,2184.0,13,26.7,51.0,0.111,SELL_NOW
53.93,68.79,0.0933,1000.0,719.8,1,55.5,52.1,0.22,STORE
71.16,67.5,0.2339,200.0,671.2,3,20.4,59.0,0.865,SELL_NOW
78.89,66.74,0.2314,0.0,1297.0,18,115.0,6.0,0.98,SELL_NOW
63.78,70.13,0.1306,500.0,760.6,11,93.9,97.3,0.242,SELL_NOW
39.24,43.63,0.0887,5000.0,1793.2,1,88.9,46.5,0.582,WAIT
39.49,44.4,0.1869,500.0,1177.2,16,83.4,92.7,0.97,SELL_NOW
61.63,57.54,0.0188,0.0,1401.8,2,52.0,1.0,0.241,SELL_NOW
26.71,21.57,0.1239,5000.0,1657.8,9,110.9,24.8,0.268,SELL_NOW
17.73,22.74,0.0907,500.0,690.3,15,10.6,10.4,0.934,AGGREGATE
34.82,32.23,0.2309,0.0,551.7,8,96.8,77.0,0.735,SELL_NOW
30.11,34.26,0.0129,500.0,2653.2,10,27.4,32.0,0.237,AGGREGATE
30.74,35.45,0.1427,200.0,1357.8,20,40.2,84.0,0.454,SELL_NOW
26.35,29.12,0.1878,0.0,1295.1,14,63.3,83.2,0.151,SELL_NOW
12.95,12.38,0.1264,500.0,203.3,2,94.4,66.8,0.489,WAIT
11.25,10.53,0.0305,200.0,1544.1,15,100.9,66.6,0.8,SELL_NOW
79.14,86.96,0.2434,200.0,1707.1,20,70.9,70.0,0.599,SELL_NOW
39.94,49.25,0.1343,0.0,1720.6,20,49.6,67.4,0.683,SELL_NOW
36.9,46.99,0.1574,1000.0,2150.4,20,113.7,38.7,0.394,AGGREGATE
57.58,49.11,0.0668,5000.0,614.7,11,31.1,68.3,0.245,SELL_NOW
25.28,22.18,0.126,0.0,831.4,4,96.8,89.7,0.112,SELL_NOW
76.5,97.33,0.113,200.0,2451.1,6,74.2,33.3,0.839,AGGREGATE
65.04,75.99,0.028,200.0,2846.8,8,46.5,94.5,0.673,SELL_NOW
16.26,20.19,0.0355,0.0,494.2,20,2.2,1.4,0.306,AGGREGATE
39.23,35.36,0.211,1000.0,1543.2,17,54.7,34.9,0.477,SELL_NOW
71.54,78.25,0.0676,5000.0,721.1,20,34.7,13.2,0.821,SELL_NOW
76.13,87.59,0.0568,500.0,274.2,7,14.3,12.7,0.585,WAIT
42.72,48.7,0.1312,0.0,1044.0,11,10.9,81.5,0.37,SELL_NOW
52.94,53.15,0.1945,5000.0,516.7,19,43.0,91.8,0.34,WAIT
21.69,17.52,0.0249,5000.0,2158.8,1,74.5,77.8,0.296,SELL_NOW
79.38,86.64,0.1484,200.0,1647.8,9,100.8,97.7,0.841,SELL_NOW
26.22,24.29,0.0386,500.0,517.1,18,23.7,21.6,0.624,SELL_NOW
75.99,77.9,0.0188,0.0,126.8,8,52.1,14.1,0.738,WAIT
55.48,70.94,0.0227,200.0,2443.7,7,48.3,52.1,0.874,AGGREGATE
52.54,52.52,0.2102,200.0,611.0,0,62.6,82.9,0.988,SELL_NOW
45.89,55.98,0.0383,1000.0,1858.0,5,97.5,4.0,0.325,AGGREGATE
26.15,23.38,0.0208,5000.0,1077.1,11,67.3,99.6,0.263,SELL_NOW
22.36,25.4,0.1151,0.0,1797.9,18,101.9,60.2,0.516,SELL_NOW
25.43,32.77,0.2126,0.0,1015.4,16,63.2,97.9,0.132,SELL_NOW
23.05,19.61,0.073,0.0,352.1,1,73.3,36.5,0.813,SELL_NOW
64.57,51.93,0.1112,200.0,746.6,10,53.6,45.8,0.895,SELL_NOW
34.51,35.09,0.0196,1000.0,645.4,17,99.1,75.2,0.717,WAIT
14.05,11.89,0.1178,500.0,1341.3,10,111.0,79.3,0.341,SELL_NOW
77.84,91.4,0.1486,200.0,2009.0,17,77.4,23.3,0.211,AGGREGATE
71.87,90.35,0.147,500.0,865.0,7,98.9,93.0,0.444,SELL_NOW
74.94,76.22,0.0898,1000.0,135.0,14,9.0,86.7,0.85,SELL_NOW
79.64,74.02,0.0857,5000.0,1604.9,8,108.9,1.8,0.413,SELL_NOW
22.17,22.55,0.0356,0.0,1856.7,14,24.3,12.9,0.131,WAIT
37.74,43.84,0.098,500.0,2892.3,6,32.3,49.6,0.347,AGGREGATE
63.08,50.75,0.0339,200.0,1809.5,19,8.3,46.1,0.991,SELL_NOW
58.72,64.28,0.194,500.0,1466.4,12,115.9,70.8,0.709,SELL_NOW
20.77,22.99,0.2419,5000.0,1762.9,12,102.5,9.0,0.911,SELL_NOW
67.11,75.08,0.2428,0.0,2790.9,0,109.8,64.5,0.797,SELL_NOW
25.71,23.68,0.2176,500.0,2502.3,19,102.0,61.6,0.586,SELL_NOW
25.67,29.7,0.1542,5000.0,1036.6,3,58.6,23.4,0.234,STORE
47.59,40.25,0.1782,200.0,788.0,3,111.0,54.2,0.414,SELL_NOW
51.51,46.34,0.0784,1000.0,861.6,3,116.4,22.2,0.625,SELL_NOW
50.61,62.69,0.1614,200.0,1562.8,12,61.3,14.7,0.884,AGGREGATE
16.4,19.18,0.1194,0.0,2257.7,1,22.7,57.3,0.342,AGGREGATE
71.42,57.63,0.1257,200.0,1559.3,14,79.7,97.7,0.209,SELL_NOW
28.59,26.42,0.1919,200.0,296.6,3,117.1,23.7,0.603,SELL_NOW
19.07,17.3,0.0777,200.0,2198.4,5,104.9,35.5,0.259,SELL_NOW
72.21,67.55,0.0863,200.0,2437.3,2,103.7,25.7,0.649,SELL_NOW
76.9,71.03,0.2319,0.0,939.5,6,112.2,26.6,0.337,SELL_NOW
70.35,58.48,0.0235,5000.0,2026.0,5,107.5,40.4,0.308,SELL_NOW
66.67,68.63,0.1266,500.0,1337.1,2,93.6,70.2,0.459,SELL_NOW
55.87,65.16,0.2291,1000.0,2678.4,3,86.8,3.9,0.634,AGGREGATE
48.56,53.58,0.1565,500.0,2551.2,9,33.2,95.7,0.591,SELL_NOW
16.09,18.28,0.1411,500.0,1623.8,20,75.3,4.6,0.32,AGGREGATE
38.59,32.44,0.0699,1000.0,2105.4,8,63.5,88.1,0.902,SELL_NOW
36.09,46.04,0.0924,0.0,2661.7,5,103.7,89.4,0.199,SELL_NOW
28.18,34.36,0.2145,1000.0,1537.6,19,60.0,52.4,0.136,AGGREGATE
60.64,72.92,0.1442,0.0,1008.4,10,17.1,13.7,0.642,AGGREGATE
44.71,54.17,0.1335,500.0,2285.6,6,2.6,56.5,0.211,AGGREGATE
15.67,19.85,0.0339,0.0,738.2,17,82.0,62.9,0.554,SELL_NOW
25.41,27.25,0.0138,5000.0,1226.7,3,66.9,85.8,0.957,SELL_NOW
57.83,52.05,0.2413,1000.0,2610.6,4,41.1,55.1,0.729,SELL_NOW
15.33,16.99,0.1005,5000.0,2200.8,3,21.9,41.1,0.656,WAIT
69.58,81.51,0.1548,500.0,1271.1,3,57.1,83.8,0.617,SELL_NOW
44.66,52.21,0.0291,1000.0,722.8,12,13.8,98.1,0.262,STORE
43.64,46.29,0.1739,500.0,1132.3,15,41.7,64.5,0.489,SELL_NOW
51.47,42.94,0.2338,5000.0,923.9,13,46.7,87.4,0.408,SELL_NOW
67.73,66.75,0.1482,500.0,610.7,10,56.9,59.9,0.958,WAIT
34.35,43.29,0.0403,1000.0,2255.7,1,57.1,69.0,0.318,SELL_NOW
57.46,62.76,0.1496,1000.0,831.0,13,32.3,68.8,0.524,WAIT
49.6,53.03,0.1939,500.0,1417.1,6,102.3,70.5,0.944,SELL_NOW
28.69,26.81,0.1075,1000.0,1219.0,10,44.0,32.1,0.81,SELL_NOW
71.5,70.38,0.2212,1000.0,2948.0,3,29.1,57.6,0.968,WAIT
65.82,82.12,0.1657,500.0,1234.2,6,22.7,59.4,0.647,AGGREGATE
56.09,63.56,0.2258,5000.0,331.9,15,40.1,31.5,0.4,STORE
69.54,83.01,0.1596,1000.0,360.5,5,10.0,35.0,0.844,SELL_NOW
70.71,72.63,0.0415,1000.0,1813.2,5,5.9,76.2,0.362,SELL_NOW
59.59,66.45,0.0843,1000.0,1838.2,1,73.4,58.3,0.248,AGGREGATE
68.59,63.39,0.0584,1000.0,1314.4,7,75.1,14.9,0.736,SELL_NOW
58.82,67.81,0.2281,500.0,1352.3,6,64.5,83.8,0.675,SELL_NOW
57.61,58.4,0.1925,5000.0,256.4,13,91.9,88.3,0.891,SELL_NOW
53.3,54.44,0.1723,5000.0,1598.0,8,6.6,46.6,0.966,SELL_NOW
62.69,70.51,0.0822,0.0,1563.7,14,112.4,20.9,0.871,AGGREGATE
21.1,26.76,0.0542,1000.0,533.7,17,13.2,94.8,0.154,STORE
71.66,59.62,0.1915,1000.0,401.1,11,81.5,88.2,0.698,SELL_NOW
71.03,86.11,0.1238,0.0,458.4,18,17.7,24.4,0.806,AGGREGATE
12.05,11.4,0.0642,5000.0,393.0,12,105.8,9.6,0.984,SELL_NOW
67.81,69.3,0.158,200.0,1868.2,6,62.3,44.1,0.437,WAIT
19.02,15.43,0.0197,200.0,669.8,9,11.7,67.6,0.253,SELL_NOW
33.46,31.8,0.0883,5000.0,829.1,9,74.8,17.5,0.868,WAIT
62.05,65.23,0.1225,1000.0,603.4,1,3.1,51.3,0.386,WAIT
21.25,17.6,0.0455,200.0,2877.7,13,93.6,42.5,0.638,SELL_NOW
67.26,70.32,0.2463,500.0,2578.4,12,78.8,89.1,0.451,SELL_NOW
68.25,86.24,0.0602,500.0,768.4,5,27.1,43.0,0.462,AGGREGATE
45.52,38.82,0.0413,0.0,1049.9,8,46.2,53.4,0.759,SELL_NOW
10.45,12.35,0.0588,5000.0,708.7,12,2.9,95.5,0.425,STORE
30.09,30.24,0.1946,5000.0,1526.4,8,83.9,30.0,0.724,WAIT
53.18,59.97,0.1121,200.0,156.9,12,40.1,28.9,0.113,STORE
78.68,73.18,0.1457,1000.0,2047.0,4,69.4,80.0,0.392,SELL_NOW
54.23,47.71,0.015,5000.0,1617.2,13,114.9,27.8,0.387,SELL_NOW
28.19,24.81,0.0183,200.0,2706.1,4,37.3,83.2,0.774,SELL_NOW
54.38,45.42,0.117,200.0,576.7,8,118.8,9.6,0.383,SELL_NOW
47.8,42.68,0.206,5000.0,2431.9,7,76.7,11.1,0.67,SELL_NOW
64.59,73.12,0.2225,200.0,2396.7,6,30.6,90.1,0.72,SELL_NOW
17.49,21.7,0.0308,0.0,468.8,7,53.5,54.1,0.693,AGGREGATE
63.27,76.37,0.1392,0.0,1255.8,2,89.4,71.9,0.643,SELL_NOW
47.89,54.72,0.2292,5000.0,593.4,14,54.7,22.5,0.472,STORE
77.41,66.2,0.1031,1000.0,838.7,7,10.1,16.6,0.436,SELL_NOW
33.93,32.05,0.2091,0.0,863.4,0,21.9,83.5,0.608,SELL_NOW
54.28,51.84,0.0421,0.0,1713.1,6,95.4,35.9,0.157,WAIT
75.24,69.6,0.2345,5000.0,1293.1,18,78.5,45.5,0.888,SELL_NOW
17.18,18.16,0.1903,500.0,2848.4,1,69.2,2.8,0.843,SELL_NOW
75.61,80.73,0.2359,200.0,466.5,13,21.8,38.6,0.412,WAIT
58.15,56.9,0.1724,0.0,2923.7,17,100.9,77.0,0.61,SELL_NOW
14.75,14.41,0.0972,500.0,768.9,14,115.4,82.1,0.939,SELL_NOW
31.07,37.72,0.2352,1000.0,2341.3,13,6.8,69.9,0.344,SELL_NOW
59.57,71.17,0.0761,500.0,1083.0,18,11.2,69.2,0.768,SELL_NOW
14.71,14.04,0.0897,5000.0,514.9,18,106.4,50.6,0.174,WAIT
50.75,63.79,0.1782,1000.0,2587.9,16,98.2,53.8,0.571,AGGREGATE
34.21,43.67,0.1937,1000.0,995.7,18,74.9,74.3,0.896,SELL_NOW
53.46,51.51,0.2331,500.0,2010.7,15,113.5,24.7,0.597,SELL_NOW
13.2,12.9,0.0592,5000.0,1742.7,19,78.3,23.2,0.655,WAIT
71.01,74.76,0.2015,0.0,1468.1,18,27.5,95.0,0.917,SELL_NOW
78.14,99.29,0.1873,500.0,1537.9,0,88.0,2.8,0.744,AGGREGATE
77.82,96.36,0.0253,0.0,2223.5,18,78.2,13.9,0.726,AGGREGATE
62.48,53.18,0.1029,500.0,354.5,6,118.3,57.0,0.628,SELL_NOW
19.11,19.04,0.0779,0.0,2037.7,10,27.2,73.8,0.67,SELL_NOW
63.08,67.92,0.0831,500.0,2697.9,4,72.6,53.8,0.823,SELL_NOW
11.72,12.33,0.2459,1000.0,267.6,16,94.1,35.5,0.981,SELL_NOW
11.55,10.36,0.1643,200.0,507.9,10,42.0,97.8,0.816,SELL_NOW
32.65,40.14,0.1822,1000.0,2178.2,7,46.8,70.4,0.737,SELL_NOW
44.21,50.33,0.2444,0.0,1368.1,9,106.8,83.1,0.222,SELL_NOW
63.93,77.93,0.1005,5000.0,1270.3,11,49.7,4.0,0.835,SELL_NOW
57.83,71.1,0.2024,1000.0,497.2,9,75.7,23.6,0.762,SELL_NOW
41.21,48.39,0.1143,200.0,1569.6,12,106.9,37.4,0.793,AGGREGATE
29.15,29.73,0.2187,0.0,467.0,17,26.8,18.3,0.308,SELL_NOW
79.8,88.2,0.0534,1000.0,1482.2,9,117.9,7.3,0.913,AGGREGATE
39.83,35.06,0.2374,500.0,2314.5,18,84.8,22.5,0.188,SELL_NOW
41.6,47.29,0.0625,5000.0,849.0,19,60.5,53.4,0.328,STORE
21.45,19.09,0.0883,0.0,1494.3,16,52.8,69.6,0.697,SELL_NOW
65.64,75.28,0.1915,1000.0,2976.8,19,114.6,77.4,0.706,SELL_NOW
58.56,53.57,0.1045,0.0,2091.3,15,26.3,4.3,0.382,SELL_NOW
25.45,21.86,0.156,500.0,2539.9,4,38.8,42.8,0.731,SELL_NOW
15.77,13.92,0.1167,200.0,1303.1,2,38.3,12.2,0.449,SELL_NOW
57.63,46.17,0.1882,1000.0,2326.8,14,36.1,43.1,0.1,SELL_NOW
55.82,64.71,0.0648,0.0,217.5,1,57.3,43.4,0.246,AGGREGATE
29.13,33.97,0.024,0.0,456.4,12,118.7,49.8,0.894,AGGREGATE
76.56,80.96,0.082,0.0,688.9,7,106.9,89.3,0.3,SELL_NOW
20.57,18.12,0.1238,200.0,1265.7,16,40.7,80.5,0.202,SELL_NOW
40.26,33.89,0.0503,0.0,2552.7,3,51.9,63.7,0.714,SELL_NOW
76.05,61.57,0.0952,5000.0,1104.2,18,81.0,88.5,0.497,SELL_NOW
39.38,34.77,0.106,5000.0,1998.4,8,4.0,67.8,0.817,SELL_NOW
54.7,68.12,0.0238,0.0,2157.0,14,98.8,81.9,0.875,SELL_NOW
37.83,34.83,0.15,5000.0,1799.9,8,105.8,56.4,0.861,SELL_NOW
29.2,28.53,0.2222,1000.0,1136.0,20,103.1,52.5,0.382,SELL_NOW
78.88,67.26,0.0464,5000.0,1773.5,8,46.3,72.4,0.555,SELL_NOW
38.65,35.22,0.1535,0.0,1092.6,13,56.5,2.0,0.685,SELL_NOW
72.59,76.91,0.1695,500.0,343.2,20,3.5,69.0,0.39,WAIT
26.1,28.81,0.1106,1000.0,2979.1,15,49.1,93.5,0.137,SELL_NOW
24.92,22.99,0.1783,200.0,468.8,16,56.3,71.4,0.546,SELL_NOW
12.18,10.1,0.1086,0.0,309.8,12,109.0,3.7,0.112,SELL_NOW
55.62,55.37,0.1311,200.0,2647.7,8,107.5,37.8,0.956,WAIT
35.8,32.83,0.0118,500.0,975.3,14,116.0,81.0,0.817,SELL_NOW
70.51,64.14,0.176,200.0,1985.9,6,106.4,95.9,0.273,SELL_NOW
43.12,55.2,0.1687,0.0,1054.1,0,3.0,37.0,0.359,AGGREGATE
77.77,86.18,0.0192,0.0,1235.2,0,77.7,84.1,0.985,SELL_NOW
22.99,24.79,0.0984,500.0,860.1,4,10.1,86.4,0.436,SELL_NOW
70.8,71.36,0.245,0.0,1094.8,8,34.2,12.3,0.805,SELL_NOW
64.36,65.29,0.111,500.0,1291.0,11,70.2,84.6,0.502,SELL_NOW
63.96,68.47,0.1305,500.0,2189.2,5,84.7,32.4,0.878,SELL_NOW
69.13,79.38,0.2284,0.0,1583.5,12,79.2,59.3,0.733,AGGREGATE
63.27,72.83,0.1821,5000.0,2836.3,7,7.8,53.9,0.121,STORE
53.84,47.69,0.1497,500.0,221.5,14,14.2,66.3,0.365,SELL_NOW
19.19,20.15,0.2015,0.0,1558.9,5,17.2,74.0,0.602,SELL_NOW
12.28,12.35,0.2174,5000.0,1794.3,5,12.8,44.1,0.934,SELL_NOW
74.46,91.98,0.1197,500.0,2768.6,3,23.0,88.8,0.192,SELL_NOW
53.17,59.32,0.124,5000.0,242.6,10,83.2,80.9,0.641,WAIT
65.76,70.11,0.1027,1000.0,1763.1,20,100.0,78.5,0.372,SELL_NOW
43.71,37.49,0.242,1000.0,2575.5,17,50.2,45.8,0.9,SELL_NOW
18.21,20.08,0.1773,5000.0,801.6,2,83.7,3.8,0.789,SELL_NOW
18.76,16.11,0.03,500.0,2641.2,2,25.6,49.2,0.433,SELL_NOW
57.99,56.17,0.2171,0.0,155.2,11,116.8,89.8,0.25,SELL_NOW
40.12,34.96,0.1253,200.0,2224.1,20,43.3,19.0,0.11,SELL_NOW
24.04,27.55,0.0265,0.0,2806.0,20,101.8,98.3,0.659,SELL_NOW
44.41,40.11,0.1419,200.0,2005.9,5,113.6,80.8,0.466,SELL_NOW
14.49,14.44,0.1101,200.0,1373.2,20,104.0,71.0,0.383,SELL_NOW
50.74,63.31,0.2207,500.0,230.2,5,9.9,67.7,0.987,SELL_NOW
28.83,26.01,0.059,5000.0,2768.3,7,78.7,58.7,0.52,SELL_NOW
65.83,69.38,0.2084,0.0,1463.9,14,16.2,72.1,0.775,SELL_NOW
31.73,32.03,0.1438,5000.0,184.1,17,2.7,42.2,0.26,WAIT
41.87,33.87,0.0231,1000.0,2100.5,19,8.1,84.5,0.112,SELL_NOW
10.81,12.94,0.2432,500.0,1497.3,15,110.1,69.6,0.476,SELL_NOW
15.07,12.58,0.133,500.0,460.6,5,109.2,77.1,0.699,SELL_NOW
37.47,38.87,0.0798,1000.0,721.4,20,28.6,79.2,0.556,WAIT
43.6,47.1,0.1227,0.0,287.0,16,66.6,9.2,0.901,AGGREGATE
52.0,57.94,0.2159,1000.0,1765.5,8,114.7,5.6,0.491,AGGREGATE
30.42,34.81,0.0832,0.0,1903.9,18,60.6,80.1,0.38,SELL_NOW
58.65,54.35,0.0562,200.0,1566.7,17,48.4,25.9,0.924,SELL_NOW
70.21,56.52,0.041,500.0,2469.6,4,59.0,58.2,0.466,SELL_NOW
64.59,75.04,0.0815,0.0,2596.9,5,95.2,44.4,0.343,AGGREGATE
12.77,13.64,0.1972,5000.0,1885.3,11,58.3,2.2,0.188,WAIT
43.64,53.15,0.1232,5000.0,137.0,10,94.4,4.0,0.814,SELL_NOW
17.35,21.0,0.0646,500.0,2116.2,15,52.9,82.7,0.843,SELL_NOW
26.94,32.92,0.0499,1000.0,1312.2,19,31.7,60.8,0.13,SELL_NOW
79.07,82.43,0.0899,1000.0,1740.1,16,40.5,52.4,0.423,SELL_NOW
19.97,19.31,0.2356,0.0,1982.3,19,11.2,94.4,0.775,SELL_NOW
44.92,53.72,0.0923,1000.0,1115.7,8,60.7,17.3,0.952,AGGREGATE
53.27,54.64,0.2471,500.0,2759.6,0,19.5,25.8,0.44,WAIT
59.17,52.77,0.1265,0.0,488.5,2,97.8,75.7,0.885,SELL_NOW
49.18,60.36,0.053,200.0,2047.4,20,51.6,77.5,0.454,SELL_NOW
10.68,13.26,0.2239,1000.0,112.6,8,92.3,40.5,0.262,STORE
32.85,33.94,0.1205,1000.0,2781.5,18,114.6,95.1,0.103,SELL_NOW
